gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,phase,motion
0.050368,-0.002372,0.009098,0.051672158,-0.002559864,0.008760327,0.49636507,2.28E-01
0.050237,-0.002353,0.009152,0.051660172,-0.002476904,0.008775842,0.49636507,2.31E-01
0.050112002,-0.002317,0.009215,0.051654084,-0.002427578,0.008879617,0.511607409,2.35E-01
0.049991999,-0.0023,0.009271,0.051427412,-0.002352112,0.009027547,0.511607409,2.39E-01
0.04989,-0.002299,0.009322,0.051184265,-0.002358832,0.008984484,0.5218063,2.43E-01
0.049821001,-0.002281,0.009384,0.051366012,-0.00235639,0.008961141,0.5218063,2.47E-01
0.049692001,-0.002166,0.009484,0.05103943,-0.002355693,0.009057252,0.530691624,2.52E-01
0.049647,-0.002196,0.009497,0.050870385,-0.002300962,0.009139274,0.530691624,2.57E-01
0.049564,-0.002136,0.009574,0.050860102,-0.002337962,0.009211515,0.539172351,2.64E-01
0.049529001,-0.002156,0.009597,0.050656784,-0.002316444,0.009329552,0.539172351,2.71E-01
0.049444001,-0.002123,0.009656,0.05043662,-0.00229958,0.009393976,0.546219468,2.80E-01
0.049336001,-0.002067,0.009746,0.050456115,-0.002261463,0.009395199,0.546219468,2.90E-01
0.049245998,-0.002024,0.009832,0.050370885,-0.002266238,0.009345543,0.542791724,3.01E-01
0.049137,-0.001961,0.009892,0.050160967,-0.002194075,0.009458137,0.542791724,3.14E-01
0.049040999,-0.001927,0.00993,0.050054129,-0.002210408,0.00947469,0.53335768,3.29E-01
0.048999999,-0.001952,0.009919,0.049804799,-0.002227802,0.009535007,0.53335768,3.46E-01
0.048919,-0.001885,0.009978,0.049816962,-0.00216137,0.00961932,0.534646988,3.65E-01
0.048884001,-0.001899,0.009976,0.049674296,-0.002112209,0.009756761,0.534646988,3.85E-01
0.048893001,-0.001963,0.009945,0.049537997,-0.002070935,0.009828364,0.559919715,4.07E-01
0.048829999,-0.001937,0.009994,0.04932231,-0.002109499,0.00980437,0.559919715,4.30E-01
0.048772998,-0.001947,0.009989,0.049067166,-0.002056573,0.009902244,0.599214435,4.54E-01
0.048643,-0.001909,0.010046,0.049110407,-0.002069089,0.009959218,0.599214435,4.79E-01
0.048588,-0.001955,0.010019,0.049167011,-0.001977396,0.009961388,0.648697913,5.04E-01
