gt_action_0,gt_action_1,gt_action_2,pred_action_0,pred_action_1,pred_action_2,state_00,state_0
0.038295999,0.000932,0.013457,0.03835695,0.000658125,0.013228637,0.388989568,1.13E-01
0.038256001,0.000894,0.013502,0.038220437,0.000687757,0.013279921,0.389541894,1.11E-01
0.038152002,0.000958,0.013624,0.038043751,0.00074861,0.013382265,0.389541894,1.09E-01
0.038091999,0.000944,0.013707,0.037922505,0.000812527,0.013440121,0.397606373,1.07E-01
0.038012002,0.000957,0.01384,0.03761958,0.000832069,0.013516123,0.397606373,1.06E-01
0.037909999,0.001011,0.013929,0.03734874,0.000941158,0.013595971,0.41409266,1.04E-01
0.037819002,0.001068,0.014009,0.037037543,0.001023348,0.013679005,0.41409266,1.03E-01
0.037737999,0.001096,0.014055,0.037023511,0.001057943,0.013692143,0.434754819,1.01E-01
0.037604,0.001113,0.014148,0.037035433,0.001063966,0.01375663,0.434754819,9.99E-02
0.037424002,0.001105,0.014249,0.037047552,0.001078139,0.013801331,0.456164747,9.83E-02
0.037269,0.001076,0.014309,0.037107856,0.001064744,0.01380741,0.456164747,9.65E-02
0.037105002,0.001046,0.014355,0.036986524,0.001045499,0.013838617,0.476996422,9.48E-02
0.036993999,0.001023,0.014406,0.036801216,0.001123449,0.01390613,0.476996422,9.29E-02
0.036853999,0.001093,0.014497,0.036875859,0.001176295,0.013967911,0.49649632,9.10E-02
0.036764,0.001116,0.014536,0.036888901,0.001142037,0.013974343,0.49649632,8.92E-02
0.036750998,0.001096,0.014526,0.037046902,0.001184412,0.014025968,0.515800834,8.75E-02
0.036750998,0.001106,0.014539,0.03687942,0.00126484,0.014161055,0.515800834,8.60E-02
0.036770001,0.001087,0.014523,0.036734963,0.001329115,0.014213489,0.533231437,8.47E-02
0.036759,0.001119,0.014549,0.036653176,0.001359145,0.014215854,0.533231437,8.37E-02
0.036796998,0.001067,0.014557,0.036578514,0.00142565,0.014348634,0.548728943,8.32E-02
0.036741,0.001178,0.014684,0.036614499,0.001396208,0.014342779,0.548728943,8.30E-02
0.03672,0.001143,0.014712,0.036391148,0.001367205,0.014412322,0.557684422,8.32E-02
0.036595002,0.001181,0.014823,0.03616568,0.001340979,0.014491653,0.557684422,8.38E-02
0.036364,0.001304,0.014983,0.035884642,0.0014652,0.014627973,0.555872262,8.47E-02
0.036049001,0.001463,0.015145,0.035875185,0.001515127,0.014751482,0.555872262,8.59E-02
0.035737,0.001593,0.015294,0.035642172,0.001553887,0.01480143,0.547199607,8.73E-02
0.035383999,0.001818,0.01544,0.035337294,0.001605992,0.014926924,0.547199607,8.89E-02
0.035085,0.002059,0.01557,0.035103656,0.00162338,0.014949896,0.534898996,9.05E-02
0.034717001,0.002344,0.015698999,0.034904943,0.001762595,0.015092859,0.534898996,9.22E-02
0.034437001,0.002538,0.015835,0.034878783,0.001752816,0.015147923,0.521046817,9.38E-02
0.034201998,0.002631,0.015947999,0.034724568,0.001700572,0.015192304,0.521046817,9.54E-02
0.033952001,0.002697,0.016094999,0.034548235,0.001804218,0.015362577,0.515354156,9.69E-02
0.033778001,0.002729,0.016186999,0.034533073,0.00185535,0.015342618,0.515354156,9.82E-02
0.033673,0.002751,0.016236,0.034512577,0.001915749,0.01544307,0.514941037,9.93E-02
0.033684999,0.002633,0.016194999,0.034471302,0.001924498,0.015408884,0.514941037,1.00E-01
0.033597998,0.002683,0.016275,0.034367597,0.001953837,0.015443445,0.53293997,1.01E-01
0.033528998,0.002686,0.016340001,0.034360695,0.002024083,0.015549629,0.53293997,1.01E-01
0.033482999,0.002631,0.016396999,0.034114691,0.00212489,0.015699711,0.560926855,1.02E-01
0.033411998,0.002577,0.016434999,0.034061617,0.002268393,0.015773038,0.560926855,1.02E-01
0.033319,0.002553,0.016473001,0.034034172,0.002373337,0.015912813,0.590019941,1.02E-01
0.033177,0.00255,0.016557001,0.033930278,0.00246427,0.01604629,0.590019941,1.02E-01
0.033078998,0.002513,0.01663,0.03372019,0.002459592,0.016059417,0.615934253,1.01E-01
0.032969002,0.002524,0.016697001,0.033614158,0.002581804,0.016127676,0.615934253,1.02E-01
0.032799002,0.002541,0.016812,0.033498213,0.00286527,0.016212262,0.637708426,1.02E-01
0.032651,0.00256,0.016909,0.033265034,0.002980859,0.016328937,0.637708426,1.03E-01
0.032476,0.002623,0.017011,0.033087457,0.003121006,0.016410573,0.656008124,1.04E-01
0.032423001,0.002561,0.017007001,0.032854384,0.003152905,0.016515428,0.656008124,1.05E-01
0.032382,0.002582,0.017002,0.03280984,0.003188825,0.016558954,0.694399774,1.07E-01
0.032347001,0.002631,0.017008999,0.032694823,0.003224496,0.016700683,0.694399774,1.09E-01
0.032338999,0.002634,0.017036,0.032570365,0.003323743,0.016823276,0.744737685,1.11E-01
0.032350998,0.002619,0.017039999,0.032604032,0.003458511,0.016889728,0.744737685,1.14E-01
0.032345001,0.002638,0.017045001,0.032658217,0.003429033,0.016954438,0.807529092,1.17E-01
0.032349002,0.002662,0.017036,0.032612206,0.003314193,0.017049011,0.807529092,1.20E-01
0.032379001,0.00264,0.016996,0.032617361,0.003226333,0.017079376,0.874667764,1.23E-01
0.032398,0.002685,0.016961999,0.032721326,0.003239654,0.017163592,0.874667764,1.27E-01
0.032489002,0.002666,0.01692,0.032780841,0.003208887,0.017174048,0.928523421,1.30E-01
0.032528002,0.002654,0.016933,0.032451038,0.003079173,0.017167348,0.928523421,1.34E-01
0.032547001,0.002621,0.016945999,0.032242463,0.003213267,0.017243231,0.971993208,1.38E-01
0.032556999,0.002625,0.016942,0.032104031,0.003317621,0.017423031,0.971993208,1.43E-01
0.032568999,0.00261,0.016930001,0.032020643,0.00326462,0.017458351,1.002225876,1.49E-01
0.032554001,0.002637,0.016933,0.032175306,0.003237409,0.017446761,1.002225876,1.56E-01
0.032575998,0.0026,0.016890001,0.031931566,0.003164543,0.017454773,1.017626405,1.64E-01
0.032597002,0.002574,0.016852999,0.031880429,0.003216786,0.017527171,1.017626405,1.74E-01
0.032623,0.00254,0.016806001,0.031880502,0.003261197,0.017551482,1.016999125,1.85E-01
0.032671001,0.002532,0.016778,0.031808443,0.003306308,0.017563942,1.016999125,1.99E-01
0.032756999,0.002493,0.016690999,0.031748031,0.003313994,0.017617865,1.005029321,2.16E-01
0.032799002,0.00249,0.016674999,0.031863364,0.003165127,0.017529441,1.005029321,2.35E-01
0.032853998,0.002507,0.016626,0.032096883,0.003135344,0.017415751,0.980466723,2.56E-01
0.032970998,0.002479,0.016511999,0.031955047,0.00306846,0.017473121,0.980466723,2.81E-01
0.033041,0.002522,0.016449001,0.031881714,0.003025657,0.017460713,0.949237287,3.09E-01
0.033190001,0.002445,0.016295001,0.031728816,0.003106182,0.017540232,0.949237287,3.40E-01
0.033420999,0.002349,0.016097,0.031625826,0.003104503,0.017640297,0.91542244,3.73E-01
0.033907,0.002116,0.015758,0.031790138,0.003029896,0.0176031,0.91542244,4.08E-01
0.034371998,0.001825,0.015437,0.031801552,0.003105848,0.01762475,0.88169384,4.45E-01
0.034883998,0.001432,0.015105,0.031665936,0.003034957,0.017598014,0.88169384,4.82E-01
0.035372,0.001045,0.014793,0.031635416,0.003074776,0.017586378,0.832102716,5.20E-01
,,,,,,,5.58E-01
,,,,,,,5.95E-01
,,,,,,,6.31E-01
,,,,,,,6.65E-01
,,,,,,,6.98E-01
,,,,,,,7.28E-01
,,,,,,,7.56E-01
,,,,,,,7.81E-01
,,,,,,,8.04E-01
,,,,,,,8.24E-01
,,,,,,,8.42E-01
,,,,,,,8.56E-01
,,,,,,,8.69E-01
,,,,,,,8.79E-01
,,,,,,,8.87E-01
,,,,,,,8.93E-01
,,,,,,,8.97E-01
,,,,,,,9.00E-01
,,,,,,,9.02E-01
,,,,,,,9.02E-01
,,,,,,,9.02E-01
,,,,,,,9.01E-01
,,,,,,,9.00E-01
,,,,,,,8.98E-01
,,,,,,,8.96E-01
,,,,,,,8.93E-01
,,,,,,,8.90E-01
,,,,,,,8.87E-01
,,,,,,,8.83E-01
,,,,,,,8.78E-01
,,,,,,,8.72E-01
,,,,,,,8.65E-01
,,,,,,,8.57E-01
,,,,,,,8.47E-01
,,,,,,,8.35E-01
,,,,,,,8.22E-01
,,,,,,,8.06E-01
,,,,,,,7.89E-01
,,,,,,,7.69E-01
,,,,,,,7.46E-01
,,,,,,,7.21E-01
,,,,,,,6.93E-01
,,,,,,,6.64E-01
,,,,,,,6.32E-01
,,,,,,,5.98E-01
,,,,,,,5.64E-01
,,,,,,,5.28E-01
,,,,,,,4.92E-01
,,,,,,,4.55E-01
,,,,,,,4.18E-01
,,,,,,,3.81E-01
,,,,,,,3.45E-01
,,,,,,,3.08E-01
,,,,,,,2.72E-01
,,,,,,,2.36E-01
,,,,,,,2.01E-01
,,,,,,,1.66E-01
